g_loss,d_loss
"[3775223.0, 2014.7623, 1028150.94, 4305116.0, 7250803.0]",[62.5  0.5]
"[3375242.2, 2014.7623, 972135.7, 3874621.8, 6404042.5]",[62.5  0.5]
"[3394510.0, 2014.7623, 945380.75, 3870058.2, 6499587.0]",[62.5  0.5]
"[3437064.5, 2014.7623, 1016279.1, 3961754.5, 6478841.5]",[62.5  0.5]
"[3586884.2, 2014.7623, 1028679.4, 4079178.0, 6848416.5]",[62.5  0.5]
"[3423371.0, 2014.7623, 987101.4, 3892725.5, 6531402.0]",[62.5  0.5]
"[3484170.5, 2014.7623, 940587.4, 3976988.5, 6696319.0]",[62.5  0.5]
"[3828990.0, 2014.7623, 1056202.8, 4400570.5, 7306519.0]",[62.5  0.5]
"[3207716.0, 2014.7623, 895751.56, 3742723.0, 6053904.5]",[62.5  0.5]
"[3531381.5, 2014.7623, 934567.1, 4036344.5, 6800353.0]",[62.5  0.5]
"[3255425.8, 2014.7623, 900810.5, 3725320.0, 6225282.0]",[62.5  0.5]
"[3399674.2, 2014.7623, 922424.4, 3935765.2, 6474050.5]",[62.5  0.5]
"[3651279.2, 2014.7623, 998997.44, 4194878.0, 6977048.0]",[62.5  0.5]
"[3578881.0, 2014.7623, 986604.2, 4090414.5, 6852578.0]",[62.5  0.5]
"[3463066.0, 2014.7623, 990519.75, 3997254.8, 6555771.5]",[62.5  0.5]
"[2875421.0, 2014.7623, 829168.2, 3361570.2, 5393991.5]",[62.5  0.5]
"[3290608.0, 2014.7623, 841779.0, 3768287.8, 6358619.0]",[62.5  0.5]
"[3213698.5, 2014.7623, 873723.06, 3606635.8, 6231962.0]",[62.5  0.5]
"[3411220.8, 2014.7623, 906555.75, 3939372.2, 6524800.5]",[62.5  0.5]
"[3242097.5, 2014.7623, 903014.6, 3718929.5, 6185041.0]",[62.5  0.5]
"[3463086.0, 2014.7623, 954764.2, 3957373.5, 6631475.0]",[62.5  0.5]
"[3688928.5, 2014.7623, 1007675.3, 4268702.0, 7020044.0]",[62.5  0.5]
"[3533767.5, 2014.7623, 1005841.4, 4051715.8, 6721661.0]",[62.5  0.5]
"[3451664.5, 2014.7623, 1032515.5, 3972297.5, 6500729.0]",[62.5  0.5]
"[3433456.2, 2014.7623, 1009525.5, 3942131.2, 6493190.5]",[62.5  0.5]
"[3366241.8, 2014.7623, 917067.06, 3826205.8, 6477526.0]",[62.5  0.5]
"[3451706.8, 2014.7623, 948309.7, 3950020.5, 6607352.0]",[62.5  0.5]
"[3299421.2, 2014.7623, 921490.0, 3821104.5, 6255469.5]",[62.5  0.5]
"[3931964.5, 2014.7623, 1049399.5, 4640054.5, 7417087.0]",[62.5  0.5]
"[2907285.2, 2014.7623, 849151.2, 3376276.0, 5465516.5]",[62.5  0.5]
"[3439142.0, 2014.7623, 989308.75, 3928680.2, 6545811.0]",[62.5  0.5]
"[3481668.0, 2014.7623, 910246.06, 3862872.0, 6832434.5]",[62.5  0.5]
"[3607418.5, 2014.7623, 996693.75, 4060565.0, 6967463.0]",[62.5  0.5]
"[3432108.5, 2014.7623, 971384.1, 3862297.8, 6606672.5]",[62.5  0.5]
"[3324399.0, 2014.7623, 913400.2, 3822356.2, 6345566.5]",[62.5  0.5]
"[3213006.5, 2014.7623, 903412.6, 3708828.0, 6097773.5]",[62.5  0.5]
"[3496900.8, 2014.7623, 937295.75, 3968471.2, 6750562.0]",[62.5  0.5]
"[3122177.0, 2014.7623, 902706.4, 3611078.2, 5893465.0]",[62.5  0.5]
"[3411997.5, 2014.7623, 961738.75, 3878156.0, 6533423.5]",[62.5  0.5]
"[3393147.0, 2014.7623, 951131.1, 3943249.5, 6416102.5]",[62.5  0.5]
"[3533570.5, 2014.7623, 909394.75, 4030990.5, 6838175.5]",[62.5  0.5]
"[3331414.2, 2014.7623, 968584.3, 3806656.8, 6329465.5]",[62.5  0.5]
"[3350827.2, 2014.7623, 889838.6, 3803679.5, 6475899.0]",[62.5  0.5]
"[3404588.0, 2014.7623, 931115.9, 3910601.8, 6506902.0]",[62.5  0.5]
"[3852661.0, 2014.7623, 1035289.6, 4301102.5, 7505804.5]",[62.5  0.5]
"[3338368.5, 2014.7623, 889404.75, 3803759.2, 6434723.5]",[62.5  0.5]
"[3240552.0, 2014.7623, 909569.6, 3740008.0, 6152255.5]",[62.5  0.5]
"[2979072.0, 2014.7623, 817463.3, 3474473.5, 5638296.5]",[62.5  0.5]
"[3397008.0, 2014.7623, 938209.94, 3860689.8, 6524452.5]",[62.5  0.5]
"[3406419.0, 2014.7623, 939948.7, 3946400.5, 6468373.0]",[62.5  0.5]
"[3410379.0, 2014.7623, 962438.1, 3897520.5, 6507964.0]",[62.5  0.5]
"[3712120.2, 2014.7623, 1033666.7, 4183868.0, 7156192.0]",[62.5  0.5]
"[3564066.0, 2014.7623, 959048.6, 4039539.5, 6881624.5]",[62.5  0.5]
"[3198013.0, 2014.7623, 896849.94, 3706419.2, 6056767.0]",[62.5  0.5]
"[3326522.0, 2014.7623, 934755.5, 3787051.8, 6366592.0]",[62.5  0.5]
"[3327267.0, 2014.7623, 911809.4, 3784055.5, 6395018.0]",[62.5  0.5]
"[3443528.5, 2014.7623, 975735.3, 3979628.0, 6523058.0]",[62.5  0.5]
"[3413922.5, 2014.7623, 1004478.9, 3913210.0, 6462045.5]",[62.5  0.5]
"[3609457.0, 2014.7623, 1014503.3, 4137507.5, 6879505.5]",[62.5  0.5]
"[3784991.0, 2014.7623, 1003093.5, 4322791.5, 7290745.0]",[62.5  0.5]
"[3369230.5, 2014.7623, 936188.8, 3818849.5, 6475723.0]",[62.5  0.5]
"[3732758.8, 2014.7623, 1050790.6, 4239310.0, 7152421.0]",[62.5  0.5]
"[3360610.5, 2014.7623, 978713.1, 3879007.0, 6344307.5]",[62.5  0.5]
"[3081726.0, 2014.7623, 925870.6, 3583440.8, 5763102.0]",[62.5  0.5]
"[3491609.2, 2014.7623, 955512.9, 3983340.0, 6699837.5]",[62.5  0.5]
"[3011667.5, 2014.7623, 877736.56, 3442594.0, 5718554.0]",[62.5  0.5]
"[3502171.0, 2014.7623, 959629.25, 3950738.8, 6763528.0]",[62.5  0.5]
"[3355774.0, 2014.7623, 939263.44, 3880601.5, 6366041.5]",[62.5  0.5]
"[3340771.2, 2014.7623, 923120.25, 3798565.2, 6414211.5]",[62.5  0.5]
"[3822211.0, 2014.7623, 1121629.0, 4434878.0, 7184188.5]",[62.5  0.5]
"[3629584.2, 2014.7623, 1014955.75, 4203398.5, 6880252.5]",[62.5  0.5]
"[3099467.0, 2014.7623, 899193.3, 3572744.5, 5859611.5]",[62.5  0.5]
"[3458315.8, 2014.7623, 961964.5, 3974475.5, 6591272.0]",[62.5  0.5]
"[3348285.8, 2014.7623, 928066.56, 3853062.5, 6379816.5]",[62.5  0.5]
"[3408836.5, 2014.7623, 930441.4, 3838253.8, 6594087.0]",[62.5  0.5]
"[3178288.0, 2014.7623, 909110.8, 3724995.0, 5960180.5]",[62.5  0.5]
"[3523520.8, 2014.7623, 975719.8, 4058131.2, 6711211.0]",[62.5  0.5]
"[3550879.0, 2014.7623, 947686.0, 4043834.2, 6844736.0]",[62.5  0.5]
"[3268892.8, 2014.7623, 902300.4, 3710185.5, 6283816.0]",[62.5  0.5]
"[3302261.5, 2014.7623, 907325.56, 3781292.8, 6318913.5]",[62.5  0.5]
"[3130044.0, 2014.7623, 859480.1, 3534782.5, 6039211.0]",[62.5  0.5]
"[3211024.0, 2014.7623, 879401.6, 3609305.8, 6214698.5]",[62.5  0.5]
"[3566981.5, 2014.7623, 975625.94, 4027129.0, 6887176.5]",[62.5  0.5]
"[3392427.5, 2014.7623, 931681.06, 3819721.8, 6556681.0]",[62.5  0.5]
"[3720306.8, 2014.7623, 1034688.8, 4221919.5, 7144407.0]",[62.5  0.5]
"[3588253.8, 2014.7623, 932389.75, 3977757.0, 7050692.5]",[62.5  0.5]
"[3625616.0, 2014.7623, 1043936.6, 4108646.5, 6932796.0]",[62.5  0.5]
"[3323564.2, 2014.7623, 905285.25, 3760975.8, 6412279.5]",[62.5  0.5]
"[3202804.5, 2014.7623, 935770.2, 3669212.5, 6071026.0]",[62.5  0.5]
"[3474434.8, 2014.7623, 930510.4, 3949016.0, 6701915.5]",[62.5  0.5]
"[3386497.0, 2014.7623, 1004259.25, 3910103.0, 6373953.5]",[62.5  0.5]
"[3151854.5, 2014.7623, 859740.75, 3592720.0, 6053713.5]",[62.5  0.5]
"[3347143.5, 2014.7623, 915375.9, 3805881.5, 6435880.5]",[62.5  0.5]
"[3457983.0, 2014.7623, 968369.44, 4028164.8, 6530068.0]",[62.5  0.5]
"[3385111.0, 2014.7623, 963592.75, 3845451.0, 6474652.0]",[62.5  0.5]
"[3343040.5, 2014.7623, 935379.9, 3769739.8, 6438342.0]",[62.5  0.5]
"[3058197.8, 2014.7623, 875532.4, 3538232.0, 5780221.0]",[62.5  0.5]
"[2981511.8, 2014.7623, 870982.5, 3372433.8, 5694949.0]",[62.5  0.5]
"[3738306.2, 2014.7623, 1063761.0, 4303894.5, 7093358.0]",[62.5  0.5]
"[3571996.5, 2014.7623, 1041717.9, 4089030.8, 6775899.5]",[62.5  0.5]
"[3598479.8, 2014.7623, 972845.3, 4122259.2, 6899820.5]",[62.5  0.5]
"[3645391.8, 2014.7623, 998301.8, 4084435.0, 7068562.0]",[62.5  0.5]
"[3707553.8, 2014.7623, 1029689.4, 4059882.0, 7268934.0]",[62.5  0.5]
"[3642609.0, 2014.7623, 1041585.2, 4117682.0, 6982756.0]",[62.5  0.5]
"[3325974.0, 2014.7623, 940715.8, 3767304.0, 6378553.0]",[62.5  0.5]
"[3487601.5, 2014.7623, 941001.25, 4022945.2, 6661385.0]",[62.5  0.5]
"[3196445.5, 2014.7623, 862709.7, 3642168.5, 6149933.0]",[62.5  0.5]
"[3384148.0, 2014.7623, 947886.0, 3868177.5, 6464423.5]",[62.5  0.5]
"[3425178.0, 2014.7623, 942293.25, 3925216.2, 6549743.5]",[62.5  0.5]
"[3504203.0, 2014.7623, 944955.8, 4009509.5, 6726204.5]",[62.5  0.5]
"[3046912.0, 2014.7623, 900308.4, 3484548.5, 5771509.5]",[62.5  0.5]
"[3465645.8, 2014.7623, 979291.5, 3985190.0, 6587664.0]",[62.5  0.5]
"[3253439.5, 2014.7623, 1003793.7, 3760102.2, 6080895.5]",[62.5  0.5]
"[3269982.0, 2014.7623, 854040.56, 3688438.8, 6357453.5]",[62.5  0.5]
"[3428890.0, 2014.7623, 930737.4, 3860872.8, 6638016.5]",[62.5  0.5]
"[3500951.5, 2014.7623, 1048738.1, 3999140.5, 6621952.0]",[62.5  0.5]
"[3210016.0, 2014.7623, 869261.6, 3727578.8, 6103206.5]",[62.5  0.5]
"[3225086.0, 2014.7623, 917259.06, 3676808.5, 6156211.5]",[62.5  0.5]
"[3478376.5, 2014.7623, 909420.56, 4016288.2, 6668872.5]",[62.5  0.5]
"[3442246.0, 2014.7623, 968342.25, 3961012.8, 6544791.0]",[62.5  0.5]
"[3194558.0, 2014.7623, 935972.1, 3688680.2, 6023867.5]",[62.5  0.5]
"[2893956.5, 2014.7623, 837892.4, 3310446.2, 5498175.5]",[62.5  0.5]
"[3154511.5, 2014.7623, 914882.4, 3538925.2, 6061223.5]",[62.5  0.5]
"[3245747.5, 2014.7623, 939582.75, 3739257.8, 6140311.0]",[62.5  0.5]
"[3266262.5, 2014.7623, 920286.7, 3713184.2, 6254063.0]",[62.5  0.5]
"[3440444.0, 2014.7623, 984082.56, 4006157.2, 6477900.0]",[62.5  0.5]
"[3413363.8, 2014.7623, 993942.6, 3884695.2, 6499234.0]",[62.5  0.5]
"[3106256.0, 2014.7623, 903178.3, 3566976.5, 5884025.0]",[62.5  0.5]
"[3466465.5, 2014.7623, 951055.6, 3934346.0, 6669477.0]",[62.5  0.5]
"[3444728.5, 2014.7623, 977752.8, 3978556.5, 6526112.0]",[62.5  0.5]
"[3224724.5, 2014.7623, 881641.6, 3661060.0, 6206373.0]",[62.5  0.5]
"[3158361.0, 2014.7623, 900459.1, 3608007.5, 6019397.0]",[62.5  0.5]
"[3119379.5, 2014.7623, 837131.25, 3589301.2, 5971492.5]",[62.5  0.5]
"[3534471.2, 2014.7623, 926287.44, 4017557.0, 6837719.5]",[62.5  0.5]
"[3929373.5, 2014.7623, 1072584.0, 4452371.5, 7572948.5]",[62.5  0.5]
"[3553315.5, 2014.7623, 947174.5, 4064232.2, 6832970.5]",[62.5  0.5]
"[3347452.5, 2014.7623, 904214.9, 3833743.0, 6420209.5]",[62.5  0.5]
"[3376361.0, 2014.7623, 907746.4, 3831785.0, 6514997.5]",[62.5  0.5]
"[2982921.0, 2014.7623, 872412.56, 3469294.5, 5601355.5]",[62.5  0.5]
"[3301677.0, 2014.7623, 942240.06, 3796610.5, 6266732.0]",[62.5  0.5]
"[3333262.5, 2014.7623, 911198.8, 3777793.5, 6421876.0]",[62.5  0.5]
"[3366329.8, 2014.7623, 943236.5, 3852835.0, 6425020.5]",[62.5  0.5]
"[3211050.5, 2014.7623, 890773.9, 3641180.8, 6171539.5]",[62.5  0.5]
"[3263522.0, 2014.7623, 929147.9, 3726944.8, 6222307.0]",[62.5  0.5]
"[3351879.0, 2014.7623, 953060.5, 3853191.8, 6366670.5]",[62.5  0.5]
"[2805124.5, 2014.7623, 808115.9, 3233696.0, 5308595.5]",[62.5  0.5]
"[3107400.0, 2014.7623, 894065.7, 3571072.2, 5892854.5]",[62.5  0.5]
"[3437870.0, 2014.7623, 995879.4, 3958548.5, 6505132.0]",[62.5  0.5]
"[3575031.8, 2014.7623, 969105.75, 3994085.8, 6953574.0]",[62.5  0.5]
"[3620576.0, 2014.7623, 979853.9, 4142905.2, 6945820.5]",[62.5  0.5]
"[3217614.2, 2014.7623, 926691.1, 3702641.8, 6096040.5]",[62.5  0.5]
"[3491874.0, 2014.7623, 994919.44, 4090102.0, 6554551.5]",[62.5  0.5]
"[3184048.0, 2014.7623, 902107.4, 3570945.2, 6140433.5]",[62.5  0.5]
"[3200659.0, 2014.7623, 893132.3, 3667125.5, 6108598.0]",[62.5  0.5]
"[3354557.5, 2014.7623, 922020.4, 3787815.8, 6472015.0]",[62.5  0.5]
"[3194089.0, 2014.7623, 948462.44, 3662727.8, 6035765.5]",[62.5  0.5]
"[3279170.0, 2014.7623, 913621.0, 3635984.0, 6380954.5]",[62.5  0.5]
"[3556827.8, 2014.7623, 1003843.56, 4080627.2, 6771614.5]",[62.5  0.5]
"[3584368.0, 2014.7623, 1014545.4, 4130091.5, 6803249.5]",[62.5  0.5]
"[3094356.0, 2014.7623, 866997.7, 3538254.0, 5909261.5]",[62.5  0.5]
"[3276439.5, 2014.7623, 892326.1, 3752960.8, 6276171.5]",[62.5  0.5]
"[3402885.0, 2014.7623, 1001280.6, 3881413.5, 6460249.5]",[62.5  0.5]
"[3099497.0, 2014.7623, 907044.4, 3540537.2, 5884068.0]",[62.5  0.5]
"[3372045.2, 2014.7623, 916191.5, 3837465.8, 6486486.5]",[62.5  0.5]
"[3574514.0, 2014.7623, 918890.75, 4129514.5, 6866634.5]",[62.5  0.5]
"[2970859.0, 2014.7623, 829096.6, 3408086.0, 5665673.0]",[62.5  0.5]
"[3144768.8, 2014.7623, 890518.1, 3567865.5, 6024171.5]",[62.5  0.5]
"[3498078.0, 2014.7623, 1021018.0, 4030906.0, 6608329.0]",[62.5  0.5]
"[3113786.8, 2014.7623, 875612.0, 3586091.5, 5917578.5]",[62.5  0.5]
"[3276638.5, 2014.7623, 912853.6, 3815875.2, 6193392.0]",[62.5  0.5]
"[3682961.0, 2014.7623, 1034732.56, 4196982.0, 7044815.5]",[62.5  0.5]
"[3113043.5, 2014.7623, 854092.56, 3611404.5, 5911308.0]",[62.5  0.5]
"[3412995.0, 2014.7623, 948077.4, 3872250.0, 6556315.0]",[62.5  0.5]
"[3929806.2, 2014.7623, 1055515.2, 4488043.5, 7555788.0]",[62.5  0.5]
"[3384216.2, 2014.7623, 949574.8, 3884960.8, 6446178.0]",[62.5  0.5]
"[3787522.8, 2014.7623, 1077185.2, 4384772.0, 7163111.0]",[62.5  0.5]
"[2947581.0, 2014.7623, 833457.4, 3339560.2, 5652245.5]",[62.5  0.5]
"[2994367.5, 2014.7623, 833588.9, 3402645.0, 5744984.5]",[62.5  0.5]
"[3189350.5, 2014.7623, 898732.8, 3674541.2, 6057887.5]",[62.5  0.5]
"[3109241.5, 2014.7623, 853237.44, 3503628.5, 6007265.5]",[62.5  0.5]
"[3200955.5, 2014.7623, 919906.0, 3651619.8, 6098318.5]",[62.5  0.5]
"[3197189.5, 2014.7623, 866964.25, 3641833.2, 6148493.5]",[62.5  0.5]
"[3717440.2, 2014.7623, 985395.56, 4178670.0, 7227395.0]",[62.5  0.5]
"[3528811.0, 2014.7623, 919485.06, 3920349.5, 6922861.5]",[62.5  0.5]
"[3577860.0, 2014.7623, 954537.7, 4026143.8, 6945511.0]",[62.5  0.5]
"[3308874.5, 2014.7623, 888188.4, 3743801.2, 6397585.5]",[62.5  0.5]
"[3145312.0, 2014.7623, 899690.0, 3610641.5, 5974035.0]",[62.5  0.5]
"[3447575.5, 2014.7623, 915730.8, 3917642.0, 6658539.0]",[62.5  0.5]
"[3188365.5, 2014.7623, 927432.4, 3675829.0, 6024617.0]",[62.5  0.5]
"[3324918.2, 2014.7623, 871183.7, 3766831.8, 6445038.0]",[62.5  0.5]
"[3634764.2, 2014.7623, 1027165.4, 4162120.5, 6926587.5]",[62.5  0.5]
"[3118979.0, 2014.7623, 850066.4, 3504724.0, 6041799.0]",[62.5  0.5]
"[3134041.5, 2014.7623, 937045.4, 3546491.0, 5963262.0]",[62.5  0.5]
"[3417821.5, 2014.7623, 1008481.3, 3841526.8, 6542723.0]",[62.5  0.5]
"[3452211.0, 2014.7623, 1000897.94, 3972244.0, 6534221.5]",[62.5  0.5]
"[3137870.5, 2014.7623, 902291.4, 3630113.0, 5927157.0]",[62.5  0.5]
"[3240128.2, 2014.7623, 935380.9, 3682538.5, 6182501.0]",[62.5  0.5]
"[3137644.0, 2014.7623, 880062.8, 3569704.5, 6009039.0]",[62.5  0.5]
"[3434363.0, 2014.7623, 971294.8, 3880642.5, 6595932.5]",[62.5  0.5]
"[3218447.0, 2014.7623, 921201.94, 3634162.2, 6172785.5]",[62.5  0.5]
"[3045919.2, 2014.7623, 875553.9, 3490055.2, 5787448.0]",[62.5  0.5]
"[3127176.8, 2014.7623, 890070.4, 3569827.0, 5964018.0]",[62.5  0.5]
"[3442969.2, 2014.7623, 974296.3, 3937854.2, 6564406.5]",[62.5  0.5]
"[3303159.5, 2014.7623, 926458.9, 3765724.2, 6318341.0]",[62.5  0.5]
"[3428119.0, 2014.7623, 936509.7, 3913005.5, 6577541.5]",[62.5  0.5]
"[3406547.5, 2014.7623, 1009603.5, 3918776.8, 6426770.5]",[62.5  0.5]
"[3159732.0, 2014.7623, 898421.7, 3608889.5, 6025122.0]",[62.5  0.5]
"[3456968.0, 2014.7623, 934362.25, 3874214.0, 6714643.5]",[62.5  0.5]
"[3220864.0, 2014.7623, 920343.6, 3672975.8, 6142886.5]",[62.5  0.5]
"[3432451.0, 2014.7623, 964587.06, 4015835.5, 6461074.0]",[62.5  0.5]
"[3186609.5, 2014.7623, 897334.4, 3613521.2, 6111169.0]",[62.5  0.5]
"[3519949.2, 2014.7623, 940870.0, 3959405.5, 6832881.5]",[62.5  0.5]
"[3196986.5, 2014.7623, 944871.5, 3590069.8, 6121673.0]",[62.5  0.5]
"[3268610.0, 2014.7623, 924333.0, 3733787.5, 6237239.0]",[62.5  0.5]
"[3505760.0, 2014.7623, 1003283.25, 3983408.5, 6699167.5]",[62.5  0.5]
"[3676958.0, 2014.7623, 1025012.3, 4140447.5, 7091059.5]",[62.5  0.5]
"[3828510.2, 2014.7623, 1114819.4, 4421734.5, 7225139.5]",[62.5  0.5]
"[3386235.5, 2014.7623, 986701.7, 3875354.0, 6425389.0]",[62.5  0.5]
"[3523008.8, 2014.7623, 982695.0, 3968538.8, 6792122.0]",[62.5  0.5]
"[3543465.5, 2014.7623, 945385.94, 4021812.5, 6844347.0]",[62.5  0.5]
"[3347705.5, 2014.7623, 921485.5, 3845057.8, 6392468.0]",[62.5  0.5]
"[3374983.2, 2014.7623, 923545.06, 3833126.2, 6493266.0]",[62.5  0.5]
"[2872912.0, 2014.7623, 806670.56, 3319677.5, 5450017.5]",[62.5  0.5]
"[3331609.5, 2014.7623, 939531.25, 3801974.0, 6363852.5]",[62.5  0.5]
"[3063542.2, 2014.7623, 900798.2, 3480811.2, 5830191.0]",[62.5  0.5]
"[3582114.0, 2014.7623, 1051912.5, 4037549.5, 6850910.5]",[62.5  0.5]
"[3087310.0, 2014.7623, 903672.1, 3558234.0, 5829120.0]",[62.5  0.5]
"[3493273.2, 2014.7623, 1012915.75, 4009215.0, 6622106.5]",[62.5  0.5]
"[3240770.5, 2014.7623, 935151.25, 3751661.8, 6115748.0]",[62.5  0.5]
"[3203188.0, 2014.7623, 888887.8, 3662627.2, 6125771.5]",[62.5  0.5]
"[3580459.0, 2014.7623, 986314.9, 4137943.5, 6810597.5]",[62.5  0.5]
"[3494856.0, 2014.7623, 951908.25, 3965406.0, 6732199.0]",[62.5  0.5]
"[3215070.2, 2014.7623, 931194.44, 3627929.0, 6157770.0]",[62.5  0.5]
"[3110173.0, 2014.7623, 871271.5, 3510258.8, 5985706.0]",[62.5  0.5]
"[3491807.5, 2014.7623, 955724.56, 4029879.5, 6653747.5]",[62.5  0.5]
"[3673529.0, 2014.7623, 1075647.4, 4189619.5, 6979823.0]",[62.5  0.5]
"[3396928.8, 2014.7623, 969789.94, 3898551.8, 6454747.0]",[62.5  0.5]
"[3609568.8, 2014.7623, 961479.6, 4124687.8, 6945721.5]",[62.5  0.5]
"[3368908.5, 2014.7623, 912613.6, 3813898.0, 6503176.0]",[62.5  0.5]
"[3588350.2, 2014.7623, 1017871.25, 4034969.8, 6908319.5]",[62.5  0.5]
"[3425748.8, 2014.7623, 1002920.25, 3845937.2, 6570297.5]",[62.5  0.5]
"[3417575.5, 2014.7623, 989591.2, 3830785.5, 6571534.5]",[62.5  0.5]
"[3327930.0, 2014.7623, 973880.2, 3848429.5, 6270783.5]",[62.5  0.5]
"[3366754.0, 2014.7623, 936942.8, 3720221.5, 6565342.0]",[62.5  0.5]
"[3357325.0, 2014.7623, 960679.4, 3805361.8, 6425034.5]",[62.5  0.5]
"[2993155.2, 2014.7623, 862204.9, 3445861.8, 5669110.5]",[62.5  0.5]
"[3362542.8, 2014.7623, 966066.0, 3802698.8, 6439704.0]",[62.5  0.5]
"[3191476.0, 2014.7623, 855534.56, 3557037.8, 6225674.0]",[62.5  0.5]
"[3267416.5, 2014.7623, 940527.6, 3725665.5, 6225187.5]",[62.5  0.5]
"[3280815.5, 2014.7623, 949266.7, 3709664.0, 6277113.5]",[62.5  0.5]
"[3368586.8, 2014.7623, 877516.6, 3926175.2, 6424923.5]",[62.5  0.5]
"[3456799.5, 2014.7623, 1008091.3, 3977722.2, 6536844.0]",[62.5  0.5]
"[3546698.0, 2014.7623, 947828.1, 4022126.8, 6852365.0]",[62.5  0.5]
"[3146755.2, 2014.7623, 868747.06, 3595088.8, 6025341.5]",[62.5  0.5]
"[3372654.2, 2014.7623, 957664.4, 3845483.2, 6439026.5]",[62.5  0.5]
"[3331471.5, 2014.7623, 903437.4, 3791766.8, 6409694.0]",[62.5  0.5]
"[3018559.0, 2014.7623, 890676.56, 3383277.8, 5787901.5]",[62.5  0.5]
"[3373274.5, 2014.7623, 943959.7, 3860576.0, 6439705.0]",[62.5  0.5]
"[3278033.2, 2014.7623, 903830.94, 3701704.0, 6321235.5]",[62.5  0.5]
"[2951486.0, 2014.7623, 835754.56, 3367113.8, 5635411.0]",[62.5  0.5]
"[3715745.5, 2014.7623, 1060403.2, 4098416.0, 7226992.0]",[62.5  0.5]
"[3059285.5, 2014.7623, 865143.0, 3473191.8, 5859277.0]",[62.5  0.5]
"[3585549.0, 2014.7623, 1019104.7, 4054731.8, 6877987.0]",[62.5  0.5]
"[3500693.5, 2014.7623, 1000710.4, 3994887.2, 6673373.5]",[62.5  0.5]
"[3363352.5, 2014.7623, 937117.1, 3790725.2, 6483326.0]",[62.5  0.5]
"[3336356.5, 2014.7623, 935846.9, 3774858.2, 6410476.5]",[62.5  0.5]
"[3464803.2, 2014.7623, 1009141.44, 3954241.8, 6585954.0]",[62.5  0.5]
"[3850754.0, 2014.7623, 1095283.2, 4412409.0, 7328147.0]",[62.5  0.5]
"[3043015.2, 2014.7623, 860798.7, 3473757.5, 5808820.5]",[62.5  0.5]
"[3498490.5, 2014.7623, 1023338.5, 3933462.0, 6704827.5]",[62.5  0.5]
"[3193640.2, 2014.7623, 921734.44, 3645439.8, 6078286.0]",[62.5  0.5]
"[3417609.5, 2014.7623, 976852.0, 3858216.2, 6556956.5]",[62.5  0.5]
"[3152124.5, 2014.7623, 874189.6, 3625993.8, 6006891.0]",[62.5  0.5]
"[3370973.2, 2014.7623, 912857.9, 3791883.2, 6531829.5]",[62.5  0.5]
"[3337666.5, 2014.7623, 954575.44, 3787634.0, 6383338.5]",[62.5  0.5]
"[2997317.8, 2014.7623, 873053.3, 3449103.0, 5668895.5]",[62.5  0.5]
"[3533239.5, 2014.7623, 1016104.0, 4048657.5, 6712696.5]",[62.5  0.5]
"[3200040.0, 2014.7623, 935735.0, 3682319.8, 6048738.5]",[62.5  0.5]
"[3300967.2, 2014.7623, 931131.2, 3707114.0, 6364972.0]",[62.5  0.5]
"[3326779.5, 2014.7623, 891698.25, 3824039.5, 6373520.5]",[62.5  0.5]
"[3294604.5, 2014.7623, 922149.75, 3720680.0, 6339178.0]",[62.5  0.5]
"[3465693.0, 2014.7623, 984935.06, 3914906.2, 6652462.0]",[62.5  0.5]
"[3608384.0, 2014.7623, 1023772.56, 4120440.5, 6883727.0]",[62.5  0.5]
"[3068676.2, 2014.7623, 854770.9, 3469956.2, 5904186.5]",[62.5  0.5]
"[3345673.5, 2014.7623, 913682.25, 3811406.5, 6427149.0]",[62.5  0.5]
"[2996512.0, 2014.7623, 843431.25, 3405691.2, 5739243.0]",[62.5  0.5]
"[2990587.2, 2014.7623, 848949.75, 3431874.8, 5687792.5]",[62.5  0.5]
"[3509074.5, 2014.7623, 976344.8, 4033309.2, 6687254.0]",[62.5  0.5]
"[3195551.5, 2014.7623, 879767.5, 3638703.0, 6133361.0]",[62.5  0.5]
"[3120132.5, 2014.7623, 898953.3, 3553997.0, 5947484.5]",[62.5  0.5]
"[3287325.0, 2014.7623, 878094.44, 3757936.8, 6321712.0]",[62.5  0.5]
"[3456744.5, 2014.7623, 944657.0, 3929331.8, 6648485.0]",[62.5  0.5]
"[3299022.5, 2014.7623, 919878.4, 3722355.5, 6354500.0]",[62.5  0.5]
"[3513204.2, 2014.7623, 987636.5, 3989228.5, 6733808.5]",[62.5  0.5]
"[3041028.2, 2014.7623, 849870.0, 3497421.0, 5789462.5]",[62.5  0.5]
"[3741474.8, 2014.7623, 1074812.2, 4209787.0, 7186976.5]",[62.5  0.5]
"[3263080.8, 2014.7623, 860084.4, 3720626.5, 6296217.5]",[62.5  0.5]
"[3469825.5, 2014.7623, 974219.5, 3953671.8, 6638186.0]",[62.5  0.5]
"[3545607.0, 2014.7623, 945582.75, 4027489.5, 6845610.5]",[62.5  0.5]
"[3182704.5, 2014.7623, 914776.06, 3651599.8, 6042631.5]",[62.5  0.5]
"[3315350.0, 2014.7623, 996876.56, 3818089.5, 6236194.0]",[62.5  0.5]
"[2995576.2, 2014.7623, 854704.1, 3386627.2, 5743915.5]",[62.5  0.5]
